date,title,artist,peak_pos,rank,weeks
1958-03-26,Don't Ask Me Why,Elvis Presley With The Jordanaires,34.0,34.0,1.0
1958-03-26,Rock-in Robin,Bobby Day,35.0,35.0,1.0
1958-03-26,"No Chemise, Please",Gerry Granahan,36.0,36.0,1.0
1958-03-26,Moon Talk,Perry Como,37.0,37.0,1.0
1958-03-26,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,38.0,38.0,1.0
1958-03-26,That's How Much I Love You,Pat Boone,39.0,39.0,1.0
1958-03-26,Crazy Eyes For You,Bobby Hamilton,40.0,40.0,1.0
1958-03-26,Early In The Morning,Buddy Holly,41.0,41.0,1.0
1958-03-26,You Cheated,The Slades,42.0,42.0,1.0
1958-03-26,Come What May,Clyde McPhatter,43.0,43.0,1.0
1958-03-26,Jennie Lee,Jan & Arnie,44.0,44.0,1.0
1958-03-26,Kathy-O,The Diamonds,45.0,45.0,1.0
1958-03-26,(It's Been A Long Time) Pretty Baby,Gino & Gina,46.0,46.0,1.0
1958-03-26,I Wonder Why,Dion & The Belmonts,47.0,47.0,1.0
1958-03-26,Return To Me,Dean Martin,48.0,48.0,1.0
1958-03-26,All I Have To Do Is Dream,The Everly Brothers,49.0,49.0,1.0
1958-03-26,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,50.0,50.0,1.0
1958-03-26,"Baubles, Bangles And Beads",The Kirby Stone Four,50.0,50.0,1.0
1958-03-26,Early In The Morning,The Rinky-Dinks,52.0,52.0,1.0
1958-03-26,Come Closer To Me (Acercate Mas),Nat King Cole,53.0,53.0,1.0
1958-03-26,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,54.0,54.0,1.0
1958-03-26,Let's Go Steady For The Summer,The Three G's,55.0,55.0,1.0
1958-03-26,Leroy,Jack Scott,56.0,56.0,1.0
1958-03-26,You Need Hands,Eydie Gorme,57.0,57.0,1.0
1958-03-26,Fool's Paradise,The Crickets,58.0,58.0,1.0
1958-03-26,Young And Warm And Wonderful,Tony Bennett,59.0,59.0,1.0
1958-03-26,Over And Over,Bobby Day,60.0,60.0,1.0
1958-03-26,Itchy Twitchy Feeling,Bobby Hendricks,61.0,61.0,1.0
1958-03-26,For Your Love,Ed Townsend,62.0,62.0,1.0
1958-03-26,Padre,Toni Arden,63.0,63.0,1.0
1958-03-26,High School Confidential,Jerry Lee Lewis And His Pumping Piano,63.0,63.0,1.0
1958-03-26,You're Making A Mistake,The Platters,65.0,65.0,1.0
1958-03-26,Delicious!,Jim Backus & Friend,66.0,66.0,1.0
1958-03-26,Big Man,The Four Preps,67.0,67.0,1.0
1958-03-26,Volare (Nel Blu Dipinto Di Blu),Dean Martin,68.0,68.0,1.0
1958-03-26,Op,The Honeycones,69.0,69.0,1.0
1958-03-26,Don't Go Home,The Playmates,70.0,70.0,1.0
1958-03-26,Got A Match?,Frank Gallup,71.0,71.0,1.0
1958-03-26,Stupid Cupid,Connie Francis,72.0,72.0,1.0
1958-03-26,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,73.0,73.0,1.0
1958-03-26,Win Your Love For Me,Sam Cooke,74.0,74.0,1.0
1958-03-26,Gotta Have Rain,Eydie Gorme,74.0,74.0,1.0
1958-03-26,Midnight,Paul Anka,76.0,76.0,1.0
1958-03-26,Happy Years,The Diamonds,77.0,77.0,1.0
1958-03-26,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,78.0,78.0,1.0
1958-03-26,The Bird On My Head,David Seville,79.0,79.0,1.0
1958-03-26,Johnny B. Goode,Chuck Berry,80.0,80.0,1.0
1958-03-26,Beautiful Delilah,Chuck Berry,81.0,81.0,1.0
1958-03-26,Blip Blop,Bill Doggett,82.0,82.0,1.0
1958-03-26,Try The Impossible,Lee Andrews And The Hearts,83.0,83.0,1.0
1958-03-26,Summertime Blues,Eddie Cochran,84.0,84.0,1.0
1958-03-26,Got A Match?,The Daddy-O's,85.0,85.0,1.0
1958-03-26,To Be Loved,Jackie Wilson,86.0,86.0,1.0
1958-03-26,Jealousy,Kitty Wells,87.0,87.0,1.0
1958-03-26,Just Like In The Movies,The Upbeats,88.0,88.0,1.0
1958-03-26,Blue Boy,Jim Reeves,89.0,89.0,1.0
1958-03-26,Stay,The Ames Brothers,90.0,90.0,1.0
1958-03-26,The Purple People Eater Meets The Witch Doctor,Joe South,91.0,91.0,1.0
1958-03-26,Bird Dog,The Everly Brothers,92.0,92.0,1.0
1958-03-26,Are You Really Mine,Jimmie Rodgers,93.0,93.0,1.0
1958-03-26,She Was Only Seventeen (He Was One Year More),Marty Robbins,94.0,94.0,1.0
1958-03-26,Little Mary,Fats Domino,95.0,95.0,1.0
1958-03-26,Over And Over,Thurston Harris,96.0,96.0,1.0
1958-03-26,I Believe In You,Robert & Johnny,97.0,97.0,1.0
1958-03-26,Little Serenade,The Ames Brothers,98.0,98.0,1.0
1958-03-26,I'll Get By (As Long As I Have You),Billy Williams,99.0,99.0,1.0
1958-03-26,Judy,Frankie Vaughan,100.0,100.0,1.0
1958-04-02,Poor Little Fool,Ricky Nelson,1.0,1.0,1.0
1958-04-02,Patricia,Perez Prado And His Orchestra,2.0,2.0,1.0
1958-04-02,Splish Splash,Bobby Darin,3.0,3.0,1.0
1958-04-02,Hard Headed Woman,Elvis Presley With The Jordanaires,4.0,4.0,1.0
1958-04-02,When,Kalin Twins,5.0,5.0,1.0
1958-04-02,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,6.0,6.0,1.0
1958-04-02,Yakety Yak,The Coasters,7.0,7.0,1.0
1958-04-02,My True Love,Jack Scott,8.0,8.0,1.0
1958-04-02,Willie And The Hand Jive,The Johnny Otis Show,9.0,9.0,1.0
1958-04-02,Fever,Peggy Lee,10.0,10.0,1.0
1958-04-02,Ginger Bread,Frankie Avalon,11.0,11.0,1.0
1958-04-02,Just A Dream,Jimmy Clanton And His Rockets,12.0,12.0,1.0
1958-04-02,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,13.0,13.0,1.0
1958-04-02,If Dreams Came True,Pat Boone,14.0,14.0,1.0
1958-04-02,For Your Precious Love,Jerry Butler and The Impressions,15.0,15.0,1.0
1958-04-02,One Summer Night,The Danleers,16.0,16.0,1.0
1958-04-02,Endless Sleep,Jody Reynolds,17.0,17.0,1.0
1958-04-02,Little Star,The Elegants,18.0,18.0,1.0
1958-04-02,Everybody Loves A Lover,Doris Day,19.0,19.0,1.0
1958-04-02,Do You Want To Dance,Bobby Freeman,20.0,20.0,1.0
1958-04-02,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,21.0,21.0,1.0
1958-04-02,A Certain Smile,Johnny Mathis,22.0,22.0,1.0
1958-04-02,Western Movies,The Olympics,23.0,23.0,1.0
1958-04-02,The Purple People Eater,Sheb Wooley,24.0,24.0,1.0
1958-04-02,What Am I Living For,Chuck Willis,25.0,25.0,1.0
1958-04-02,Born Too Late,Poni-Tails,26.0,26.0,1.0
1958-04-02,Think It Over,The Crickets,27.0,27.0,1.0
1958-04-02,Secretly,Jimmie Rodgers,28.0,28.0,1.0
1958-04-02,Enchanted Island,The Four Lads,29.0,29.0,1.0
1958-04-02,Angel Baby,Dean Martin,30.0,30.0,1.0
1958-04-02,Chantilly Lace,Big Bopper,31.0,31.0,1.0
1958-04-02,Blue Blue Day,Don Gibson,32.0,32.0,1.0
1958-04-02,The Freeze,Tony And Joe,33.0,33.0,1.0
1958-04-02,Don't Ask Me Why,Elvis Presley With The Jordanaires,34.0,34.0,1.0
1958-04-02,Rock-in Robin,Bobby Day,35.0,35.0,1.0
1958-04-02,"No Chemise, Please",Gerry Granahan,36.0,36.0,1.0
1958-04-02,Moon Talk,Perry Como,37.0,37.0,1.0
1958-04-02,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,38.0,38.0,1.0
1958-04-02,That's How Much I Love You,Pat Boone,39.0,39.0,1.0
1958-04-02,Crazy Eyes For You,Bobby Hamilton,40.0,40.0,1.0
1958-04-02,Early In The Morning,Buddy Holly,41.0,41.0,1.0
1958-04-02,You Cheated,The Slades,42.0,42.0,1.0
1958-04-02,Come What May,Clyde McPhatter,43.0,43.0,1.0
1958-04-02,Jennie Lee,Jan & Arnie,44.0,44.0,1.0
1958-04-02,Kathy-O,The Diamonds,45.0,45.0,1.0
1958-04-02,(It's Been A Long Time) Pretty Baby,Gino & Gina,46.0,46.0,1.0
1958-04-02,I Wonder Why,Dion & The Belmonts,47.0,47.0,1.0
1958-04-02,Return To Me,Dean Martin,48.0,48.0,1.0
1958-04-02,All I Have To Do Is Dream,The Everly Brothers,49.0,49.0,1.0
1958-04-02,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,50.0,50.0,1.0
1958-04-02,"Baubles, Bangles And Beads",The Kirby Stone Four,50.0,50.0,1.0
1958-04-02,Early In The Morning,The Rinky-Dinks,52.0,52.0,1.0
1958-04-02,Come Closer To Me (Acercate Mas),Nat King Cole,53.0,53.0,1.0
1958-04-02,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,54.0,54.0,1.0
1958-04-02,Let's Go Steady For The Summer,The Three G's,55.0,55.0,1.0
1958-04-02,Leroy,Jack Scott,56.0,56.0,1.0
1958-04-02,You Need Hands,Eydie Gorme,57.0,57.0,1.0
1958-04-02,Fool's Paradise,The Crickets,58.0,58.0,1.0
1958-04-02,Young And Warm And Wonderful,Tony Bennett,59.0,59.0,1.0
1958-04-02,Over And Over,Bobby Day,60.0,60.0,1.0
1958-04-02,Itchy Twitchy Feeling,Bobby Hendricks,61.0,61.0,1.0
1958-04-02,For Your Love,Ed Townsend,62.0,62.0,1.0
1958-04-02,Padre,Toni Arden,63.0,63.0,1.0
1958-04-02,High School Confidential,Jerry Lee Lewis And His Pumping Piano,63.0,63.0,1.0
1958-04-02,You're Making A Mistake,The Platters,65.0,65.0,1.0
1958-04-02,Delicious!,Jim Backus & Friend,66.0,66.0,1.0
1958-04-02,Big Man,The Four Preps,67.0,67.0,1.0
1958-04-02,Volare (Nel Blu Dipinto Di Blu),Dean Martin,68.0,68.0,1.0
1958-04-02,Op,The Honeycones,69.0,69.0,1.0
1958-04-02,Don't Go Home,The Playmates,70.0,70.0,1.0
1958-04-02,Got A Match?,Frank Gallup,71.0,71.0,1.0
1958-04-02,Stupid Cupid,Connie Francis,72.0,72.0,1.0
1958-04-02,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,73.0,73.0,1.0
1958-04-02,Win Your Love For Me,Sam Cooke,74.0,74.0,1.0
1958-04-02,Gotta Have Rain,Eydie Gorme,74.0,74.0,1.0
1958-04-02,Midnight,Paul Anka,76.0,76.0,1.0
1958-04-02,Happy Years,The Diamonds,77.0,77.0,1.0
1958-04-02,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,78.0,78.0,1.0
1958-04-02,The Bird On My Head,David Seville,79.0,79.0,1.0
1958-04-02,Johnny B. Goode,Chuck Berry,80.0,80.0,1.0
1958-04-02,Beautiful Delilah,Chuck Berry,81.0,81.0,1.0
1958-04-02,Blip Blop,Bill Doggett,82.0,82.0,1.0
1958-04-02,Try The Impossible,Lee Andrews And The Hearts,83.0,83.0,1.0
1958-04-02,Summertime Blues,Eddie Cochran,84.0,84.0,1.0
1958-04-02,Got A Match?,The Daddy-O's,85.0,85.0,1.0
1958-04-02,To Be Loved,Jackie Wilson,86.0,86.0,1.0
1958-04-02,Jealousy,Kitty Wells,87.0,87.0,1.0
1958-04-02,Just Like In The Movies,The Upbeats,88.0,88.0,1.0
1958-04-02,Blue Boy,Jim Reeves,89.0,89.0,1.0
1958-04-02,Stay,The Ames Brothers,90.0,90.0,1.0
1958-04-02,The Purple People Eater Meets The Witch Doctor,Joe South,91.0,91.0,1.0
1958-04-02,Bird Dog,The Everly Brothers,92.0,92.0,1.0
1958-04-02,Are You Really Mine,Jimmie Rodgers,93.0,93.0,1.0
1958-04-02,She Was Only Seventeen (He Was One Year More),Marty Robbins,94.0,94.0,1.0
1958-04-02,Little Mary,Fats Domino,95.0,95.0,1.0
1958-04-02,Over And Over,Thurston Harris,96.0,96.0,1.0
1958-04-02,I Believe In You,Robert & Johnny,97.0,97.0,1.0
1958-04-02,Little Serenade,The Ames Brothers,98.0,98.0,1.0
1958-04-02,I'll Get By (As Long As I Have You),Billy Williams,99.0,99.0,1.0
1958-04-02,Judy,Frankie Vaughan,100.0,100.0,1.0
1958-04-09,Poor Little Fool,Ricky Nelson,1.0,1.0,1.0
1958-04-09,Patricia,Perez Prado And His Orchestra,2.0,2.0,1.0
1958-04-09,Splish Splash,Bobby Darin,3.0,3.0,1.0
1958-04-09,Hard Headed Woman,Elvis Presley With The Jordanaires,4.0,4.0,1.0
1958-04-09,When,Kalin Twins,5.0,5.0,1.0
1958-04-09,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,6.0,6.0,1.0
1958-04-09,Yakety Yak,The Coasters,7.0,7.0,1.0
1958-04-09,My True Love,Jack Scott,8.0,8.0,1.0
1958-04-09,Willie And The Hand Jive,The Johnny Otis Show,9.0,9.0,1.0
1958-04-09,Fever,Peggy Lee,10.0,10.0,1.0
1958-04-09,Ginger Bread,Frankie Avalon,11.0,11.0,1.0
1958-04-09,Just A Dream,Jimmy Clanton And His Rockets,12.0,12.0,1.0
1958-04-09,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,13.0,13.0,1.0
1958-04-09,If Dreams Came True,Pat Boone,14.0,14.0,1.0
1958-04-09,For Your Precious Love,Jerry Butler and The Impressions,15.0,15.0,1.0
1958-04-09,One Summer Night,The Danleers,16.0,16.0,1.0
1958-04-09,Endless Sleep,Jody Reynolds,17.0,17.0,1.0
1958-04-09,Little Star,The Elegants,18.0,18.0,1.0
1958-04-09,Everybody Loves A Lover,Doris Day,19.0,19.0,1.0
1958-04-09,Do You Want To Dance,Bobby Freeman,20.0,20.0,1.0
1958-04-09,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,21.0,21.0,1.0
1958-04-09,A Certain Smile,Johnny Mathis,22.0,22.0,1.0
1958-04-09,Western Movies,The Olympics,23.0,23.0,1.0
1958-04-09,The Purple People Eater,Sheb Wooley,24.0,24.0,1.0
1958-04-09,What Am I Living For,Chuck Willis,25.0,25.0,1.0
1958-04-09,Born Too Late,Poni-Tails,26.0,26.0,1.0
1958-04-09,Think It Over,The Crickets,27.0,27.0,1.0
1958-04-09,Secretly,Jimmie Rodgers,28.0,28.0,1.0
1958-04-09,Enchanted Island,The Four Lads,29.0,29.0,1.0
1958-04-09,Angel Baby,Dean Martin,30.0,30.0,1.0
1958-04-09,Chantilly Lace,Big Bopper,31.0,31.0,1.0
1958-04-09,Blue Blue Day,Don Gibson,32.0,32.0,1.0
1958-04-09,The Freeze,Tony And Joe,33.0,33.0,1.0
1958-04-09,Don't Ask Me Why,Elvis Presley With The Jordanaires,34.0,34.0,1.0
1958-04-09,Rock-in Robin,Bobby Day,35.0,35.0,1.0
1958-04-09,"No Chemise, Please",Gerry Granahan,36.0,36.0,1.0
1958-04-09,Moon Talk,Perry Como,37.0,37.0,1.0
1958-04-09,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,38.0,38.0,1.0
1958-04-09,That's How Much I Love You,Pat Boone,39.0,39.0,1.0
1958-04-09,Crazy Eyes For You,Bobby Hamilton,40.0,40.0,1.0
1958-04-09,Early In The Morning,Buddy Holly,41.0,41.0,1.0
1958-04-09,You Cheated,The Slades,42.0,42.0,1.0
1958-04-09,Come What May,Clyde McPhatter,43.0,43.0,1.0
1958-04-09,Jennie Lee,Jan & Arnie,44.0,44.0,1.0
1958-04-09,Kathy-O,The Diamonds,45.0,45.0,1.0
1958-04-09,(It's Been A Long Time) Pretty Baby,Gino & Gina,46.0,46.0,1.0
1958-04-09,I Wonder Why,Dion & The Belmonts,47.0,47.0,1.0
1958-04-09,Return To Me,Dean Martin,48.0,48.0,1.0
1958-04-09,All I Have To Do Is Dream,The Everly Brothers,49.0,49.0,1.0
1958-04-09,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,50.0,50.0,1.0
1958-04-09,"Baubles, Bangles And Beads",The Kirby Stone Four,50.0,50.0,1.0
1958-04-09,Early In The Morning,The Rinky-Dinks,52.0,52.0,1.0
1958-04-09,Come Closer To Me (Acercate Mas),Nat King Cole,53.0,53.0,1.0
1958-04-09,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,54.0,54.0,1.0
1958-04-09,Let's Go Steady For The Summer,The Three G's,55.0,55.0,1.0
1958-04-09,Leroy,Jack Scott,56.0,56.0,1.0
1958-04-09,You Need Hands,Eydie Gorme,57.0,57.0,1.0
1958-04-09,Fool's Paradise,The Crickets,58.0,58.0,1.0
1958-04-09,Young And Warm And Wonderful,Tony Bennett,59.0,59.0,1.0
1958-04-09,Over And Over,Bobby Day,60.0,60.0,1.0
1958-04-09,Itchy Twitchy Feeling,Bobby Hendricks,61.0,61.0,1.0
1958-04-09,For Your Love,Ed Townsend,62.0,62.0,1.0
1958-04-09,Padre,Toni Arden,63.0,63.0,1.0
1958-04-09,High School Confidential,Jerry Lee Lewis And His Pumping Piano,63.0,63.0,1.0
1958-04-09,You're Making A Mistake,The Platters,65.0,65.0,1.0
1958-04-09,Delicious!,Jim Backus & Friend,66.0,66.0,1.0
1958-04-09,Big Man,The Four Preps,67.0,67.0,1.0
1958-04-09,Volare (Nel Blu Dipinto Di Blu),Dean Martin,68.0,68.0,1.0
1958-04-09,Op,The Honeycones,69.0,69.0,1.0
1958-04-09,Don't Go Home,The Playmates,70.0,70.0,1.0
1958-04-09,Got A Match?,Frank Gallup,71.0,71.0,1.0
1958-04-09,Stupid Cupid,Connie Francis,72.0,72.0,1.0
1958-04-09,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,73.0,73.0,1.0
1958-04-09,Win Your Love For Me,Sam Cooke,74.0,74.0,1.0
1958-04-09,Gotta Have Rain,Eydie Gorme,74.0,74.0,1.0
1958-04-09,Midnight,Paul Anka,76.0,76.0,1.0
1958-04-09,Happy Years,The Diamonds,77.0,77.0,1.0
1958-04-09,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,78.0,78.0,1.0
1958-04-09,The Bird On My Head,David Seville,79.0,79.0,1.0
1958-04-09,Johnny B. Goode,Chuck Berry,80.0,80.0,1.0
1958-04-09,Beautiful Delilah,Chuck Berry,81.0,81.0,1.0
1958-04-09,Blip Blop,Bill Doggett,82.0,82.0,1.0
1958-04-09,Try The Impossible,Lee Andrews And The Hearts,83.0,83.0,1.0
1958-04-09,Summertime Blues,Eddie Cochran,84.0,84.0,1.0
1958-04-09,Got A Match?,The Daddy-O's,85.0,85.0,1.0
1958-04-09,To Be Loved,Jackie Wilson,86.0,86.0,1.0
1958-04-09,Jealousy,Kitty Wells,87.0,87.0,1.0
1958-04-09,Just Like In The Movies,The Upbeats,88.0,88.0,1.0
1958-04-09,Blue Boy,Jim Reeves,89.0,89.0,1.0
1958-04-09,Stay,The Ames Brothers,90.0,90.0,1.0
1958-04-09,The Purple People Eater Meets The Witch Doctor,Joe South,91.0,91.0,1.0
1958-04-09,Bird Dog,The Everly Brothers,92.0,92.0,1.0
1958-04-09,Are You Really Mine,Jimmie Rodgers,93.0,93.0,1.0
1958-04-09,She Was Only Seventeen (He Was One Year More),Marty Robbins,94.0,94.0,1.0
1958-04-09,Little Mary,Fats Domino,95.0,95.0,1.0
1958-04-09,Over And Over,Thurston Harris,96.0,96.0,1.0
1958-04-09,I Believe In You,Robert & Johnny,97.0,97.0,1.0
1958-04-09,Little Serenade,The Ames Brothers,98.0,98.0,1.0
1958-04-09,I'll Get By (As Long As I Have You),Billy Williams,99.0,99.0,1.0
1958-04-09,Judy,Frankie Vaughan,100.0,100.0,1.0
1958-04-16,Poor Little Fool,Ricky Nelson,1.0,1.0,1.0
1958-04-16,Patricia,Perez Prado And His Orchestra,2.0,2.0,1.0
1958-04-16,Splish Splash,Bobby Darin,3.0,3.0,1.0
1958-04-16,Hard Headed Woman,Elvis Presley With The Jordanaires,4.0,4.0,1.0
1958-04-16,When,Kalin Twins,5.0,5.0,1.0
1958-04-16,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,6.0,6.0,1.0
1958-04-16,Yakety Yak,The Coasters,7.0,7.0,1.0
1958-04-16,My True Love,Jack Scott,8.0,8.0,1.0
1958-04-16,Willie And The Hand Jive,The Johnny Otis Show,9.0,9.0,1.0
1958-04-16,Fever,Peggy Lee,10.0,10.0,1.0
1958-04-16,Ginger Bread,Frankie Avalon,11.0,11.0,1.0
1958-04-16,Just A Dream,Jimmy Clanton And His Rockets,12.0,12.0,1.0
1958-04-16,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,13.0,13.0,1.0
1958-04-16,If Dreams Came True,Pat Boone,14.0,14.0,1.0
1958-04-16,For Your Precious Love,Jerry Butler and The Impressions,15.0,15.0,1.0
1958-04-16,One Summer Night,The Danleers,16.0,16.0,1.0
1958-04-16,Endless Sleep,Jody Reynolds,17.0,17.0,1.0
1958-04-16,Little Star,The Elegants,18.0,18.0,1.0
1958-04-16,Everybody Loves A Lover,Doris Day,19.0,19.0,1.0
1958-04-16,Do You Want To Dance,Bobby Freeman,20.0,20.0,1.0
1958-04-16,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,21.0,21.0,1.0
1958-04-16,A Certain Smile,Johnny Mathis,22.0,22.0,1.0
1958-04-16,Western Movies,The Olympics,23.0,23.0,1.0
1958-04-16,The Purple People Eater,Sheb Wooley,24.0,24.0,1.0
1958-04-16,What Am I Living For,Chuck Willis,25.0,25.0,1.0
1958-04-16,Born Too Late,Poni-Tails,26.0,26.0,1.0
1958-04-16,Think It Over,The Crickets,27.0,27.0,1.0
1958-04-16,Secretly,Jimmie Rodgers,28.0,28.0,1.0
1958-04-16,Enchanted Island,The Four Lads,29.0,29.0,1.0
1958-04-16,Angel Baby,Dean Martin,30.0,30.0,1.0
1958-04-16,Chantilly Lace,Big Bopper,31.0,31.0,1.0
1958-04-16,Blue Blue Day,Don Gibson,32.0,32.0,1.0
1958-04-16,The Freeze,Tony And Joe,33.0,33.0,1.0
1958-04-16,Don't Ask Me Why,Elvis Presley With The Jordanaires,34.0,34.0,1.0
1958-04-16,Rock-in Robin,Bobby Day,35.0,35.0,1.0
1958-04-16,"No Chemise, Please",Gerry Granahan,36.0,36.0,1.0
1958-04-16,Moon Talk,Perry Como,37.0,37.0,1.0
1958-04-16,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,38.0,38.0,1.0
1958-04-16,That's How Much I Love You,Pat Boone,39.0,39.0,1.0
1958-04-16,Crazy Eyes For You,Bobby Hamilton,40.0,40.0,1.0
1958-04-16,Early In The Morning,Buddy Holly,41.0,41.0,1.0
1958-04-16,You Cheated,The Slades,42.0,42.0,1.0
1958-04-16,Come What May,Clyde McPhatter,43.0,43.0,1.0
1958-04-16,Jennie Lee,Jan & Arnie,44.0,44.0,1.0
1958-04-16,Kathy-O,The Diamonds,45.0,45.0,1.0
1958-04-16,(It's Been A Long Time) Pretty Baby,Gino & Gina,46.0,46.0,1.0
1958-04-16,I Wonder Why,Dion & The Belmonts,47.0,47.0,1.0
1958-04-16,Return To Me,Dean Martin,48.0,48.0,1.0
1958-04-16,All I Have To Do Is Dream,The Everly Brothers,49.0,49.0,1.0
1958-04-16,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,50.0,50.0,1.0
1958-04-16,"Baubles, Bangles And Beads",The Kirby Stone Four,50.0,50.0,1.0
1958-04-16,Early In The Morning,The Rinky-Dinks,52.0,52.0,1.0
1958-04-16,Come Closer To Me (Acercate Mas),Nat King Cole,53.0,53.0,1.0
1958-04-16,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,54.0,54.0,1.0
1958-04-16,Let's Go Steady For The Summer,The Three G's,55.0,55.0,1.0
1958-04-16,Leroy,Jack Scott,56.0,56.0,1.0
1958-04-16,You Need Hands,Eydie Gorme,57.0,57.0,1.0
1958-04-16,Fool's Paradise,The Crickets,58.0,58.0,1.0
1958-04-16,Young And Warm And Wonderful,Tony Bennett,59.0,59.0,1.0
1958-04-16,Over And Over,Bobby Day,60.0,60.0,1.0
1958-04-16,Itchy Twitchy Feeling,Bobby Hendricks,61.0,61.0,1.0
1958-04-16,For Your Love,Ed Townsend,62.0,62.0,1.0
1958-04-16,Padre,Toni Arden,63.0,63.0,1.0
1958-04-16,High School Confidential,Jerry Lee Lewis And His Pumping Piano,63.0,63.0,1.0
1958-04-16,You're Making A Mistake,The Platters,65.0,65.0,1.0
1958-04-16,Delicious!,Jim Backus & Friend,66.0,66.0,1.0
1958-04-16,Big Man,The Four Preps,67.0,67.0,1.0
1958-04-16,Volare (Nel Blu Dipinto Di Blu),Dean Martin,68.0,68.0,1.0
1958-04-16,Op,The Honeycones,69.0,69.0,1.0
1958-04-16,Don't Go Home,The Playmates,70.0,70.0,1.0
1958-04-16,Got A Match?,Frank Gallup,71.0,71.0,1.0
1958-04-16,Stupid Cupid,Connie Francis,72.0,72.0,1.0
1958-04-16,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,73.0,73.0,1.0
1958-04-16,Win Your Love For Me,Sam Cooke,74.0,74.0,1.0
1958-04-16,Gotta Have Rain,Eydie Gorme,74.0,74.0,1.0
1958-04-16,Midnight,Paul Anka,76.0,76.0,1.0
1958-04-16,Happy Years,The Diamonds,77.0,77.0,1.0
1958-04-16,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,78.0,78.0,1.0
1958-04-16,The Bird On My Head,David Seville,79.0,79.0,1.0
1958-04-16,Johnny B. Goode,Chuck Berry,80.0,80.0,1.0
1958-04-16,Beautiful Delilah,Chuck Berry,81.0,81.0,1.0
1958-04-16,Blip Blop,Bill Doggett,82.0,82.0,1.0
1958-04-16,Try The Impossible,Lee Andrews And The Hearts,83.0,83.0,1.0
1958-04-16,Summertime Blues,Eddie Cochran,84.0,84.0,1.0
1958-04-16,Got A Match?,The Daddy-O's,85.0,85.0,1.0
1958-04-16,To Be Loved,Jackie Wilson,86.0,86.0,1.0
1958-04-16,Jealousy,Kitty Wells,87.0,87.0,1.0
1958-04-16,Just Like In The Movies,The Upbeats,88.0,88.0,1.0
1958-04-16,Blue Boy,Jim Reeves,89.0,89.0,1.0
1958-04-16,Stay,The Ames Brothers,90.0,90.0,1.0
1958-04-16,The Purple People Eater Meets The Witch Doctor,Joe South,91.0,91.0,1.0
1958-04-16,Bird Dog,The Everly Brothers,92.0,92.0,1.0
1958-04-16,Are You Really Mine,Jimmie Rodgers,93.0,93.0,1.0
1958-04-16,She Was Only Seventeen (He Was One Year More),Marty Robbins,94.0,94.0,1.0
1958-04-16,Little Mary,Fats Domino,95.0,95.0,1.0
1958-04-16,Over And Over,Thurston Harris,96.0,96.0,1.0
1958-04-16,I Believe In You,Robert & Johnny,97.0,97.0,1.0
1958-04-16,Little Serenade,The Ames Brothers,98.0,98.0,1.0
1958-04-16,I'll Get By (As Long As I Have You),Billy Williams,99.0,99.0,1.0
1958-04-16,Judy,Frankie Vaughan,100.0,100.0,1.0
1958-04-23,Poor Little Fool,Ricky Nelson,1.0,1.0,1.0
1958-04-23,Patricia,Perez Prado And His Orchestra,2.0,2.0,1.0
1958-04-23,Splish Splash,Bobby Darin,3.0,3.0,1.0
1958-04-23,Hard Headed Woman,Elvis Presley With The Jordanaires,4.0,4.0,1.0
1958-04-23,When,Kalin Twins,5.0,5.0,1.0
1958-04-23,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,6.0,6.0,1.0
1958-04-23,Yakety Yak,The Coasters,7.0,7.0,1.0
