title,title_spotify,artist,album,colab,id,release_date,peak_rank,peak_date,peak_year,lustrum,weeks,sp_popularity,tempo,duration,key,mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,before_1964,release_year
Hully Gully Again,Hully Gully Again,Little Caesar and The Romans,Those Oldies but Goodies,N,2BNMRGzLMWUsx0rLbnSZzz,2023-10-10,54.0,1961-07-19,1961,1960-1964,3.0,1.0,116.553,159.267,6.0,1.0,0.694,0.487,-8.187,0.0347,0.752,0.0,0.0654,0.88,True,2023
Humdinger,Humdinger,Freddy Cannon,The Boston Cannon!,N,33ecRNaSLc7w7TVMRDgrQ3,2020-11-27,59.0,1960-10-05,1960,1960-1964,4.0,0.0,135.682,182.427,0.0,1.0,0.717,0.619,-12.33,0.0504,0.438,1.1e-06,0.0738,0.966,True,2020
Hurt,Hurt,Timi Yuro,The Best Of Timi Yuro,N,6mqfq8EdYoV07TXM2rgPgb,1992-01-01,12.0,1961-07-19,1961,1960-1964,5.0,37.0,87.044,148.467,5.0,1.0,0.493,0.244,-11.487,0.0277,0.707,0.000462,0.121,0.222,True,1992
Hurtin' Inside,Hurtin' Inside,Brook Benton,Greatest Hits: The Mercury Years,N,7KJ1kgvzjO94u7Y7MPoGjL,1989-01-01,78.0,1959-02-18,1959,1955-1959,4.0,5.0,171.363,131.907,1.0,1.0,0.503,0.629,-11.986,0.0707,0.0872,3.34e-06,0.103,0.662,True,1989
Hushabye,Hushabye,The Mystics,Presenting The Mystics,N,3eBt8USFEAXymBNeOkzhe5,1959-02-11,20.0,1959-05-20,1959,1955-1959,15.0,38.0,144.787,153.24,5.0,1.0,0.463,0.487,-7.207,0.0284,0.756,0.0,0.202,0.763,True,1959
I Ain't Never,I Ain't Never - Single Version,Webb Pierce,20th Century Masters: The Millennium Collection: Best Of Webb Pierce,N,57X5xjtkK1Mo9TYAcxgJlx,2001-01-01,24.0,1959-08-05,1959,1955-1959,14.0,39.0,122.579,113.64,11.0,1.0,0.936,0.665,-6.341,0.0307,0.727,1.71e-05,0.0972,0.965,True,2001
I Believe In You,I Believe in You,Robert & Johnny,We Belong Together,N,5jFKcm8kfuXDXmGFnK4wIr,2012-08-08,93.0,1958-01-01,1958,1955-1959,2.0,12.0,107.721,164.773,4.0,1.0,0.691,0.369,-11.826,0.0369,0.866,0.000141,0.162,0.627,True,2012
I Can't Do It By Myself,Sweet Love,Anita Bryant,Sweet Love,N,4xVXe1VS5zlQyECVk6GRrL,2022-02-14,87.0,1961-05-10,1961,1960-1964,2.0,55.0,87.541,262.267,10.0,0.0,0.505,0.669,-7.255,0.0231,0.428,0.0,0.0609,0.689,True,2022
I Can't Get You Out Of My Heart,I Can't Get You Out of My Heart,Al Martino,Al Martino and the Tony Russo Orchestra,N,5m6N98LZkgqYuuy8RMILdm,2019-05-20,44.0,1959-05-13,1959,1955-1959,9.0,27.0,78.675,149.676,10.0,1.0,0.186,0.374,-12.833,0.0399,0.961,0.0368,0.449,0.284,True,2019
I Can't Help It,I Can't Help It (feat. B-Lovee),Adam Wade,I Can't Help It,Y,4nZksflDC0Ysydxn45yJgO,2022-01-29,64.0,1960-06-15,1960,1960-1964,7.0,33.0,139.957,134.163,8.0,0.0,0.688,0.773,-5.554,0.328,0.419,0.0,0.107,0.468,True,2022
I Can't Say Goodbye,The Last Kiss,The Fireflies Featuring Ritchie Adams,Emily,N,3g9XQQDRluVCngQU9yYLyC,2023-05-12,90.0,1960-01-20,1960,1960-1964,3.0,46.0,140.057,244.875,5.0,0.0,0.592,0.45,-8.336,0.0296,0.717,0.905,0.124,0.371,True,2023
I Can't Sit Down,I Can't Sit Down,Marie & Rex,"The Mojo Man Special, Vol. 4 - Voodoo Man",N,2wjWLo0R40ppUa1fcdfcbL,2021-04-16,94.0,1959-03-04,1959,1955-1959,2.0,0.0,206.526,114.76,7.0,1.0,0.419,0.719,-7.825,0.168,0.373,0.0,0.348,0.89,True,2021
I Cried A Tear,I Cried a Tear,LaVern Baker,Blues Ballads,N,28dTB69zJBpBIiDH32Jp1M,2005-12-20,6.0,1958-12-03,1958,1955-1959,21.0,22.0,169.232,155.853,9.0,1.0,0.348,0.179,-13.394,0.0315,0.93,0.0016,0.0992,0.547,True,2005
I Dig Girls,I Dig Girls,Bobby Rydell,The Best Of Bobby Rydell,N,7LF99Uloz5baOiirOPthcM,2005-10-18,46.0,1959-10-07,1959,1955-1959,6.0,6.0,132.136,150.0,8.0,1.0,0.667,0.705,-6.016,0.0312,0.7,0.000149,0.0732,0.92,True,2005
I Don't Know,I Don't Know,Ruth Brown,The Essentials: Ruth Brown,N,047Ip9c6dijAJfuwloV3NF,2003-02-25,64.0,1959-10-07,1959,1955-1959,6.0,49.0,101.006,173.733,8.0,1.0,0.727,0.296,-7.851,0.0381,0.642,0.00195,0.0815,0.592,True,2003
I Don't Know What It Is,If You Don't Know Me by Now (feat. Teddy Pendergrass),The Bluenotes,Harold Melvin & The Blue Notes (feat. Teddy Pendergrass),Y,3NElqDNNnzvWYOwsbxLQKN,1972-01-01,61.0,1959-12-09,1959,1955-1959,9.0,59.0,94.983,205.907,11.0,1.0,0.345,0.465,-9.55,0.0355,0.721,0.000371,0.582,0.457,True,1972
I Don't Mind,I Don't Mind,James Brown And The Famous Flames,The Amazing James Brown,N,2ccAMXmyEIP9JUIWSsTZFA,1961-01-01,47.0,1961-05-10,1961,1960-1964,8.0,30.0,97.274,163.267,0.0,1.0,0.715,0.205,-17.551,0.0281,0.879,0.228,0.138,0.679,True,1961
I Don't Need You Anymore,I Don't Need You Anymore,The Teddy Bears,Presenting The Teddy Bears,N,7igkcGqB58Up1t47czb0Ap,1959-11-26,98.0,1959-02-11,1959,1955-1959,1.0,1.0,178.753,164.28,5.0,1.0,0.226,0.252,-14.762,0.0304,0.878,0.00584,0.132,0.371,True,1959
I Don't Want Nobody (To Have My Love But You),I Don't Want Nobody,Ella Johnson With Buddy Johnson,"Great Rare Songs, Vol. 2",N,6JEpJ4tOBsfgMZbHtzW0Fq,2014-01-31,78.0,1960-12-28,1960,1960-1964,3.0,0.0,127.8,161.573,5.0,1.0,0.765,0.54,-10.051,0.0437,0.805,7.09e-06,0.0852,0.832,True,2014
I Don't Want To Take A Chance,Bye Bye Baby - Single Version / Mono,Mary Wells,Bye Bye Baby I Don't Want to Take a Chance,N,2zsACOescN0P52A1vXI0iK,1961-11-01,35.0,1961-07-12,1961,1960-1964,6.0,28.0,122.758,176.56,4.0,0.0,0.638,0.735,-7.208,0.0496,0.687,0.161,0.488,0.813,True,1961
I Dreamed Of A Hill-Billy Heaven,I Dreamed Of A Hill-Billy Heaven,Tex Ritter,Vintage Collections,N,5C285mitLVNBYDMjI50B89,2010-01-01,24.0,1961-06-28,1961,1960-1964,8.0,20.0,121.865,190.573,3.0,1.0,0.524,0.277,-14.596,0.0789,0.878,0.0,0.26,0.432,True,2010
I Fall To Pieces,I Fall To Pieces - Single Version,Patsy Cline,Showcase,Y,6zFsz86nAj5gcvzyVqNL3k,1961-11-27,16.0,1961-05-17,1961,1960-1964,14.0,61.0,111.791,171.333,10.0,1.0,0.54,0.0568,-20.508,0.0351,0.917,1.01e-06,0.12,0.506,True,1961
I Feel So Bad,I Feel so Bad,Elvis Presley,"Elvis' Golden Records, Vol. 3",N,42X4AMue61nbWRF7VGIbSz,1963-08-11,5.0,1961-05-10,1961,1960-1964,9.0,25.0,91.813,174.16,5.0,1.0,0.502,0.68,-11.368,0.0406,0.75,0.0483,0.232,0.937,True,1963
I Forgot More Than You'll Ever Know,I Forgot More Than You'll Ever Know,Sonny James,More Than You'll Ever Know,N,4DZSe9bEXsJhpqlwpzuOqr,2023-05-05,80.0,1960-01-13,1960,1960-1964,3.0,7.0,124.503,188.0,8.0,1.0,0.446,0.212,-16.865,0.0381,0.716,7.69e-05,0.252,0.439,True,2023
I Go Ape,I Go Ape,Neil Sedaka,Rock with Sedaka (Expanded Edition),N,0NNpyBTU0Ks2eHanv6xKDb,1959-06-12,42.0,1959-03-04,1959,1955-1959,8.0,25.0,80.239,154.04,0.0,1.0,0.647,0.935,-4.477,0.0409,0.52,0.0,0.0956,0.961,True,1959
I Got A Feeling,I Got A Feeling - Remastered,Ricky Nelson,Ricky Sings Again (Expanded Edition / Remastered),N,1asCFshazteZOYJ6gqv0Fj,1959-01-01,10.0,1958-10-08,1958,1955-1959,17.0,25.0,86.336,125.067,9.0,1.0,0.696,0.629,-10.914,0.0342,0.647,2.01e-06,0.0571,0.965,True,1959
I Got A Wife,I Got A Girl,The Mark IV,I Am An Elastic Firecracker,N,5fxfwjQ1OmbnkOlg39HsSO,1995-01-01,24.0,1959-01-21,1959,1955-1959,12.0,46.0,134.639,245.707,7.0,1.0,0.617,0.838,-8.577,0.0498,0.00968,0.0,0.105,0.686,True,1995
I Got Stung,I Got Stung,Elvis Presley,"50,000,000 Elvis Fans Can't Be Wrong: Elvis' Gold Records, Vol. 2",N,0IDFXLMABcj61OKI3L05A0,1959-11-13,8.0,1958-10-29,1958,1955-1959,16.0,34.0,96.557,109.413,10.0,0.0,0.731,0.832,-10.336,0.054,0.901,0.53,0.219,0.974,True,1959
I Gotta Know,I Gotta Know,Elvis Presley With The Jordanaires,"Elvis' Golden Records, Vol. 3",N,3tI7ZEVL6y7n9JW8v2vy0J,1963-08-11,20.0,1960-11-09,1960,1960-1964,11.0,36.0,132.118,135.573,7.0,1.0,0.716,0.555,-11.181,0.0303,0.868,0.0253,0.0951,0.958,True,1963
I Idolize You,I Idolize You,Ike & Tina Turner,The Soul Of Ike & Tina Turner,N,7DLwLYJH0AJte6XK9ZTmOc,1960-01-01,82.0,1960-12-07,1960,1960-1964,4.0,20.0,118.568,170.827,2.0,0.0,0.743,0.398,-8.328,0.048,0.808,0.0,0.106,0.833,True,1960
I Just Don't Understand,I Just Don't Understand,Ann-Margret,On the Way Up,N,2WDn3iq8xYWVEp8eCihT44,1962-12-31,37.0,1961-07-19,1961,1960-1964,5.0,19.0,127.699,160.813,9.0,0.0,0.318,0.383,-11.943,0.0337,0.738,0.0013,0.176,0.632,True,1962
I Just Thought You'd Like To Know,I Just Thought You'd Like to Know,Johnny Cash And The Tennessee Two,Greatest,Y,6840xUT5zhXFh4Qyy4s3kX,1958-01-01,85.0,1958-12-10,1958,1955-1959,1.0,24.0,137.682,141.541,3.0,1.0,0.645,0.592,-9.067,0.0301,0.851,0.000168,0.321,0.864,True,1958
I Kneel At Your Throne,Royal Blood,Joe Medlin,RICHLIN,N,6UMtVYclu7bfEmGUJNQoqi,2020-10-23,85.0,1959-03-04,1959,1955-1959,4.0,40.0,116.886,220.013,11.0,0.0,0.427,0.625,-7.122,0.0669,0.0144,0.0,0.152,0.391,True,2020
I Know,To Know You (Is To Love You),Perry Como,Perry Como with the Fontane Sisters (with The Fontane Sisters),N,6R4EOMElcPO9AljQQG53QW,2001-08-06,47.0,1959-06-03,1959,1955-1959,9.0,12.0,168.715,159.387,0.0,1.0,0.539,0.222,-11.877,0.0984,0.876,0.0,0.0593,0.629,True,2001
I Know One,I Know One,Jim Reeves,The Essential Jim Reeves,N,5YfbxqUoLKpIxQlxaOGXnq,1997-02-14,82.0,1960-07-20,1960,1960-1964,2.0,19.0,114.741,121.267,0.0,1.0,0.472,0.294,-14.201,0.0306,0.783,1.03e-05,0.105,0.683,True,1997
I Know What God Is,I Know What God Is,Perry Como,A Perry Como Christmas,N,5HVBoRtqnH8ucSm5KFdGYG,2001-05-21,81.0,1960-02-03,1960,1960-1964,2.0,5.0,111.136,184.707,0.0,1.0,0.283,0.185,-12.043,0.0345,0.936,0.00296,0.123,0.122,True,2001
I Lied To My Heart,I Lied To My Heart,The Enchanters,"Early 60s US Hits, Vol. 2",N,4TbMBJgbFWa0zAvrgLhUwy,2014-07-10,96.0,1961-03-01,1961,1960-1964,2.0,1.0,69.126,157.133,5.0,1.0,0.526,0.385,-5.129,0.0261,0.835,1.04e-06,0.111,0.472,True,2014
"I Like It Like That, Part 1",I Like It Like That - Part 1,Chris Kenner,I Like It Like That,N,6hsspNfZrkcQC8UjMjqHAC,2006-04-14,5.0,1961-05-24,1961,1960-1964,13.0,0.0,143.008,134.049,10.0,1.0,0.577,0.338,-18.545,0.194,0.816,0.0,0.327,0.593,True,2006
I Looked At Heaven,I Looked At Heaven,Tommy Edwards,For Young Lovers,N,6VbkYvG6EgXOvqS9tylvK1,1959-01-06,100.0,1959-08-19,1959,1955-1959,1.0,28.0,61.877,144.707,2.0,1.0,0.574,0.337,-11.04,0.0385,0.851,0.0189,0.108,0.437,True,1959
I Love An Angel,Angel Baby,Little Bill and The Bluenotes,The Unavailable 16 & The Original Nitty Gritty,N,71keN33KR0rS5jwKi4JNLE,1993-01-01,66.0,1959-06-17,1959,1955-1959,6.0,54.0,196.501,227.624,0.0,1.0,0.347,0.177,-15.365,0.0326,0.849,0.00231,0.113,0.444,True,1993
I Love The Way You Love,I Love The Way You Love,Marv Johnson,More Marvelous Marv Johnson,N,5fKtOWJBrfgp0XNxbGs2rt,1960-10-01,9.0,1960-03-02,1960,1960-1964,13.0,20.0,134.718,159.893,9.0,1.0,0.716,0.83,-6.26,0.0893,0.389,0.0,0.205,0.882,True,1960
I Love You In The Same Old Way,I Love You In The Same Old Way,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,N,5dOC0aI0j54SJKLZJTQsvH,2000-10-03,40.0,1960-07-27,1960,1960-1964,11.0,19.0,131.227,146.0,7.0,1.0,0.535,0.47,-8.687,0.0391,0.469,0.0,0.532,0.772,True,2000
"I Loves You, Porgy",I Loves You Porgy,Nina Simone,My Way,N,7lUJd9FTYbZgo4jU7qpAel,2007-07-23,18.0,1959-07-29,1959,1955-1959,15.0,46.0,57.524,251.573,4.0,1.0,0.459,0.0514,-23.267,0.0604,0.971,0.000539,0.11,0.178,True,2007
I Miss You So,I Miss You So - Remastered,Paul Anka,Paul Anka Sings His Big 15 (Remastered),N,5kdSFcCmBMa7q0WvO47c5x,1959-01-02,33.0,1959-03-25,1959,1955-1959,9.0,23.0,116.561,143.267,0.0,1.0,0.371,0.403,-9.846,0.0321,0.73,0.0,0.292,0.52,True,1959
I Must Be Dreaming,I Must Be Dreaming,Nat King Cole,Looking Back,N,628s8U1MWzAvh3UmqGI7fO,1965-08-01,69.0,1959-05-20,1959,1955-1959,4.0,6.0,115.598,108.427,8.0,1.0,0.388,0.411,-13.138,0.0371,0.589,0.0,0.133,0.505,True,1965
I Need You Now,I Need You Now,100 Strings and Jono (Choir of 40 Voices),I Need You Now,N,44q2DhInsQYJ8X1q2H1RNj,2002-01-01,98.0,1960-03-23,1960,1960-1964,1.0,51.0,96.804,251.467,5.0,0.0,0.339,0.273,-9.945,0.0309,0.729,0.0,0.152,0.304,True,2002
I Need Your Love Tonight,I Need Your Love Tonight - Live,Elvis Presley With The Jordanaires,"50,000,000 Elvis Fans Can't Be Wrong: Elvis' Gold Records, Vol. 2",N,1SoFz4D2PWB98avdJnt0XD,1959-11-13,4.0,1959-03-25,1959,1955-1959,13.0,30.0,180.595,124.627,7.0,1.0,0.509,0.8,-8.695,0.0462,0.863,0.000166,0.475,0.966,True,1959
I Need Your Lovin',I Need Your Lovin',Roy Hamilton,You Can Have Her,N,2wrbbG085HPCEarOEzsoOR,1960-04-01,62.0,1959-04-15,1959,1955-1959,5.0,6.0,128.114,142.667,8.0,1.0,0.764,0.461,-14.966,0.0488,0.718,0.0,0.326,0.971,True,1960
I Never Felt Like This,I Never Felt Like This,Jack Scott,Presenting Jack Scott,N,6GhfpKik0d8FaoFgonBQqO,1958-12-17,78.0,1959-04-01,1959,1955-1959,4.0,1.0,154.216,112.08,4.0,1.0,0.491,0.472,-10.481,0.061,0.635,0.0,0.282,0.849,True,1958
I Never Knew,I Never Knew,Clyde McPhatter,Lover Please/The Complete MGM & Mercury Singles,N,2EA4FAs7NDXbADRlPQWP2y,2010-01-01,62.0,1961-07-19,1961,1960-1964,5.0,1.0,130.37,140.747,2.0,0.0,0.62,0.525,-8.002,0.0417,0.727,8.82e-06,0.504,0.796,True,2010
I Only Have Eyes For You,I Only Have Eyes for You,The Flamingos,Flamingo Serenade,N,3YdKJzcoMZMacISlpY4QoP,1959-08-11,11.0,1959-05-27,1959,1955-1959,13.0,67.0,88.554,202.773,5.0,1.0,0.552,0.313,-12.41,0.0296,0.916,0.0017,0.12,0.303,True,1959
I Pity The Fool,I'll Take Care Of You,Bobby Bland,"I Pity The Fool: The Duke Recordings, Vol. One",N,4Nxid85fmQidPAY1ZD8Bo1,1992-12-22,46.0,1961-02-15,1961,1960-1964,7.0,43.0,92.993,136.867,5.0,0.0,0.554,0.193,-16.14,0.0469,0.695,0.0,0.103,0.366,True,1992
I Really Don't Want To Know,I Really Don't Want To Know,Tommy Edwards,It’s All In The Game: The Best Of Tommy Edwards,N,2IIWeMJGIrS0ld8tICXPWf,1994-01-01,18.0,1960-05-18,1960,1960-1964,13.0,23.0,99.104,138.933,10.0,1.0,0.251,0.328,-11.197,0.0328,0.761,2.79e-06,0.359,0.365,True,1994
I Shot Mr. Lee,I Shot Mr. Lee,The Bobbettes,Mr. Lee: The Best of the Bobbettes,N,253qAom54xbJSNlq9pGzAC,2020-10-02,52.0,1960-06-29,1960,1960-1964,8.0,5.0,97.924,154.773,6.0,1.0,0.615,0.78,-8.141,0.0912,0.78,0.0,0.765,0.961,True,2020
I Still Get A Thrill (Thinking Of You),Big Yellow Taxi,Joni James,Ladies of the Canyon,N,6UkMcAA19lTdjs22jtB7o2,1970-03-01,51.0,1959-04-08,1959,1955-1959,7.0,63.0,85.527,134.8,4.0,1.0,0.611,0.47,-9.135,0.0356,0.585,0.0,0.58,0.97,True,1970
I Still Get Jealous,I Still Get Jealous,Joni James,Presenting Joni James,N,5LAURvRCMyuUHeaRgLoTRc,1953-12-17,63.0,1959-07-08,1959,1955-1959,6.0,4.0,111.588,149.653,7.0,1.0,0.528,0.49,-11.868,0.0546,0.84,1.67e-05,0.392,0.661,True,1953
I Talk To The Trees,I Talk To The Trees,Edmundo Ros and His Orchestra,The World Of Edmundo Ros,N,3ih5sVZXb3JKyMDugkoMQf,2009-01-01,77.0,1958-12-31,1958,1955-1959,4.0,2.0,118.566,148.08,10.0,1.0,0.802,0.62,-9.484,0.043,0.624,0.838,0.185,0.969,True,2009
I Think I'm Gonna Kill Myself,I Think I'm Gonna Kill Myself,Buddy Knox,The Best Of Buddy Knox,N,6gU8UvddG6pxssvZPwGdX4,2005-05-17,55.0,1959-04-08,1959,1955-1959,6.0,24.0,151.658,125.333,9.0,1.0,0.643,0.652,-9.453,0.0544,0.642,5.61e-06,0.082,0.895,True,2005
I Told Myself A Lie,I Told Myself A Lie,Clyde McPhatter,Lover Please/The Complete MGM & Mercury Singles,N,6nLTEE7AW97ECxq5WQxyXW,2010-01-01,70.0,1959-04-15,1959,1955-1959,5.0,29.0,108.143,126.76,3.0,1.0,0.559,0.268,-10.607,0.0331,0.899,0.00337,0.443,0.665,True,2010
I Told You So,I Told you So,Jimmy Jones,That's When I Cried,N,6z2j5dyaJ6Lo27irKh14CU,2020-09-04,85.0,1961-03-22,1961,1960-1964,3.0,1.0,117.81,148.467,4.0,1.0,0.619,0.603,-8.091,0.0273,0.294,1.74e-06,0.325,0.725,True,2020
I Waited Too Long,I Waited Too Long,LaVern Baker,Blues Ballads,N,5wCafJ848fEfg1l2iRp0I9,2005-12-20,33.0,1959-04-15,1959,1955-1959,11.0,10.0,175.334,152.653,2.0,1.0,0.415,0.325,-9.618,0.0426,0.767,0.0,0.299,0.495,True,2005
I Wake Up Crying,I Wake Up Crying,Chuck Jackson,Super Hits,N,140NWApB3xQDghc8OwFGFN,2019-08-14,95.0,1961-07-19,1961,1960-1964,1.0,7.0,75.215,137.92,0.0,1.0,0.497,0.364,-8.837,0.0273,0.668,0.0,0.109,0.48,True,2019
I Walk The Line,I Walk the Line,Jaye P. Morgan,I Walk the Line (Original Soundtrack Recording),N,7hxZF4jETnE5Q75rKQnMjE,1970-11-11,66.0,1960-08-24,1960,1960-1964,6.0,65.0,98.805,176.533,9.0,1.0,0.713,0.258,-14.59,0.0384,0.877,0.00606,0.0967,0.56,True,1970
I Wanna Be Loved,I Wanna Be Loved - Remastered 2005,Ricky Nelson,Greatest Hits,N,35y4IWgzM8eAwRf2odUhBH,2005-12-27,20.0,1959-11-25,1959,1955-1959,11.0,11.0,111.608,165.827,11.0,0.0,0.653,0.301,-11.743,0.0423,0.551,0.0,0.0783,0.567,True,2005
I Want To Be Happy Cha Cha,I Want to Be Happy Cha Cha,Enoch Light & The Light Brigade,"Rock and Pop Oldies Mix, Vol. 1",N,4VCyTdIsmqFg67MfegAavM,2015-12-17,48.0,1958-11-26,1958,1955-1959,7.0,0.0,131.716,137.347,6.0,0.0,0.572,0.62,-14.875,0.0492,0.744,7.24e-06,0.0484,0.696,True,2015
I Want To Be Wanted,I Want To Be Wanted (Per Tutta La Vita),Brenda Lee,This Is...Brenda,N,03cB3gd91JsP3bCERC6Lmf,1960-10-10,1.0,1960-09-07,1960,1960-1964,15.0,34.0,107.61,185.96,8.0,1.0,0.515,0.412,-6.322,0.0277,0.593,0.0,0.218,0.392,True,1960
I Want To Walk You Home,I Want To Walk You Home,Fats Domino,My Blue Heaven,N,3ihBFPs9ZpIBl1a47dOtqF,1990-01-01,8.0,1959-08-05,1959,1955-1959,13.0,36.0,89.961,140.533,1.0,1.0,0.792,0.329,-14.964,0.0481,0.237,0.0,0.126,0.746,True,1990
I Was Such A Fool (To Fall In Love With You),I Was Such a Fool (To Fall in Love with You),The Flamingos,Requestfully Yours,N,6PgWAPileQr2WDJp3SRLfz,1960-11-15,71.0,1960-01-20,1960,1960-1964,5.0,12.0,99.076,170.267,10.0,1.0,0.36,0.391,-12.613,0.0313,0.835,0.0,0.0847,0.224,True,1960
I Wish,I Wish,The Platters,The Magic Touch: An Anthology,N,74ZHF7tNTd2MN2pyJCyi35,1991-01-01,42.0,1958-09-10,1958,1955-1959,10.0,24.0,77.662,162.933,5.0,0.0,0.553,0.205,-12.598,0.0378,0.874,0.0,0.109,0.616,True,1991
I Wish I'd Never Been Born,Workin' On A Groovy Thing,Patti Page,Workin' On A Groovy Thing....The Best Of,N,0r5aPIQ3H9knqQT6qyW4Zy,2007-01-01,52.0,1960-09-28,1960,1960-1964,7.0,42.0,101.681,191.773,7.0,1.0,0.363,0.582,-6.698,0.0286,0.486,4.3e-06,0.457,0.894,True,2007
I Wonder Why,I Wonder Why,Dion & The Belmonts,Presenting Dion And The Belmonts,N,7vAw4LLIms6X8ZHcbtoazz,1959-01-01,47.0,1958-01-01,1958,1955-1959,2.0,57.0,103.463,141.387,10.0,1.0,0.506,0.699,-3.834,0.0348,0.569,0.0,0.158,0.901,True,1959
I'll Be Seeing You,I'll Be Seeing You,Tommy Sands,Capitol Collector's Series,N,20yb9V6KxeRyc1vVxoIton,2011-01-01,51.0,1960-05-04,1960,1960-1964,6.0,1.0,92.498,190.667,2.0,1.0,0.172,0.309,-10.887,0.0298,0.845,0.000798,0.499,0.121,True,2011
I'll Make It All Up To You,Whole Lotta Shakin' Going On - Remastered 2022,Jerry Lee Lewis And His Pumping Piano,The Killer Keys Of Jerry Lee Lewis (Sun Records 70th / Remastered 2022),N,0cbFre6QguzhyLoBqhxr1z,2022-09-23,85.0,1958-09-03,1958,1955-1959,1.0,55.0,161.308,173.453,0.0,1.0,0.353,0.77,-3.467,0.0324,0.757,0.000101,0.15,0.498,True,2022
I'll Never Be Free,I'll Never Be Free,Kay Starr,Vintage Collections,Y,0KnD456yC5JuweN932Ems3,1997-01-01,94.0,1961-06-14,1961,1960-1964,3.0,14.0,82.184,158.0,7.0,1.0,0.697,0.182,-12.586,0.0357,0.78,0.0,0.126,0.474,True,1997
I'll Never Fall In Love Again,I'll Never Fall in Love Again,Johnnie Ray,Yes Tonight,N,5hT1JA9udPZ3RlaR3ZUhuo,1957-05-26,75.0,1959-09-09,1959,1955-1959,6.0,28.0,101.252,163.724,2.0,1.0,0.467,0.676,-9.468,0.04,0.751,0.307,0.146,0.755,True,1957
I'll Never Smile Again,I'll Never Smile Again,The Platters,Remember When?,N,3q5sp47cS6OAebFsystUB7,1959-01-01,34.0,1961-07-19,1961,1960-1964,4.0,42.0,70.27,174.893,5.0,1.0,0.184,0.176,-13.69,0.0338,0.972,0.022,0.366,0.201,True,1959
I'll Remember Tonight,I'll Remember Tonight,Pat Boone,Pat Boone Sings,N,4oUmIFmLr63KWNDcxBK7x3,1958-12-01,34.0,1958-10-22,1958,1955-1959,11.0,10.0,139.763,145.547,5.0,1.0,0.311,0.184,-14.942,0.0368,0.901,9.73e-06,0.312,0.348,True,1958
I'll Sail My Ship Alone,Whole Lotta Shakin' Going On - Remastered 2022,Jerry Lee Lewis And His Pumping Piano,The Killer Keys Of Jerry Lee Lewis (Sun Records 70th / Remastered 2022),N,0cbFre6QguzhyLoBqhxr1z,2022-09-23,93.0,1959-01-14,1959,1955-1959,1.0,55.0,161.308,173.453,0.0,1.0,0.353,0.77,-3.467,0.0324,0.757,0.000101,0.15,0.498,True,2022
I'll Save The Last Dance For You,I'll Save The Last Dance For You,Damita Jo,I'll Save The Last Dance For You,N,0sBJrZ8Vf2QZmr4owALLcZ,1961-01-01,22.0,1960-10-19,1960,1960-1964,12.0,30.0,78.416,135.267,10.0,1.0,0.479,0.53,-11.736,0.0465,0.856,0.0,0.271,0.788,True,1961
I'll Take Care Of You,I'll Take Care Of You,Bobby Bland,"I Pity The Fool: The Duke Recordings, Vol. One",N,4Nxid85fmQidPAY1ZD8Bo1,1992-12-22,89.0,1960-01-20,1960,1960-1964,3.0,43.0,92.993,136.867,5.0,0.0,0.554,0.193,-16.14,0.0469,0.695,0.0,0.103,0.366,True,1992
I'll Wait For You,I'll Wait for You,Frankie Avalon,Greatest Hits,N,7FznuAphcIxCkQb6w5UeHv,1960-05-01,15.0,1958-10-08,1958,1955-1959,17.0,7.0,118.132,176.067,2.0,1.0,0.302,0.219,-11.645,0.0317,0.881,0.0,0.181,0.385,True,1960
I'll Walk The Line,I Walk The Line - Single Version,Don Costa And His Orchestra And Chorus,With His Hot and Blue Guitar,Y,6uya0AiJA1Avd4DY2XFlVm,1957-01-01,59.0,1959-11-11,1959,1955-1959,6.0,68.0,105.834,163.046,10.0,1.0,0.862,0.484,-11.183,0.0421,0.798,0.00105,0.105,0.787,True,1957
I'm A Fool To Care,What a Fool Anthems,Oscar Black,What a Fool Anthems,N,3cGAfUx9FYp4mt5IZgPHCq,2023-09-17,24.0,1961-04-19,1961,1960-1964,12.0,43.0,116.996,130.873,2.0,1.0,0.715,0.458,-16.506,0.104,0.00232,0.628,0.162,0.33,True,2023
I'm A Hog For You,I'm a Hog for You - 2007 Remaster Stereo; Remastered,The Coasters,There's A Riot Goin' On: The Coasters On Atco,N,1t07x6nH1UB4jFPcuqyAhy,2007-12-07,38.0,1959-09-02,1959,1955-1959,8.0,17.0,131.426,119.693,5.0,0.0,0.618,0.65,-6.652,0.0402,0.553,0.0,0.0603,0.966,True,2007
I'm A Man,Ya Tengo Mi Casa,Fabian,Ya Tengo Mi Casa,Y,64pqVSHvS9QWcwPseDRMMw,2021-07-23,31.0,1959-01-07,1959,1955-1959,10.0,26.0,95.036,333.0,0.0,1.0,0.849,0.786,-4.189,0.099,0.186,0.0,0.079,0.796,True,2021
I'm A Telling You,I'm A Telling You,Jerry Butler,I'm A Telling You,N,55uH6L8jGvFaho0WL2dkRy,2024-02-23,25.0,1961-07-19,1961,1960-1964,5.0,9.0,131.084,142.493,7.0,0.0,0.645,0.263,-17.259,0.0499,0.73,0.0,0.115,0.562,True,2024
