title,artist,weeks,peak_rank,date,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
Devotion,Janice Harper,3.0,82.0,1958-08-13,11fScWk6IHgvkVyfZYbHnU,I Have Decided to Follow Jesus,Measures of Grace,40.0,N,2009-12-01,0.28,0.256,-17.027,0.0313,0.881,0.893,0.302,0.152,4.0,1.0,134.418,168480.0
Diamond Ring,Jerry Wallace,4.0,78.0,1958-12-03,06uH1OuvJe7OQY62XAaOSm,Diamond Ring,Diamond Ring,1.0,N,1958-01-01,0.635,0.471,-13.097,0.0432,0.826,4.51e-06,0.341,0.79,2.0,1.0,82.507,146387.0
Diamonds And Pearls,The Paradons,16.0,18.0,1960-08-17,3FM1yG6lv8Yy9LGwfWearT,Diamonds and Pearls,The Paradons & The Trend Tones,19.0,N,2014-07-22,0.505,0.219,-12.005,0.0253,0.985,0.0,0.12,0.481,5.0,1.0,94.551,138840.0
Ding-A-Ling,Bobby Rydell,11.0,18.0,1960-05-04,5ekabwI9PFHbfc0hz6n1xi,Ding-a-Ling,The Best Of Bobby Rydell,7.0,N,2005-10-18,0.645,0.755,-5.965,0.0446,0.491,0.0,0.297,0.871,6.0,0.0,132.072,148600.0
Do You Mind?,Andy Williams,7.0,70.0,1960-06-29,4hbq9t0lBma3EmGWeoRAO1,Do You Mind,The Very Best Of...,0.0,N,1956-01-01,0.483,0.195,-13.22,0.0307,0.321,3.58e-06,0.182,0.693,0.0,1.0,65.295,136560.0
Do You Want To Dance,Bobby Freeman,5.0,20.0,1958-01-01,4wXPZBafMKbTtdOB7BVGcp,Do You Want To Dance,Pop Megahits Of The 1950's Vol. 1,26.0,N,2005,0.625,0.438,-12.003,0.0499,0.517,3.62e-05,0.155,0.957,0.0,1.0,155.534,165693.0
Do-Re-Mi,Mitch Miller,4.0,70.0,1959-12-23,3QqafgZ1FJVKOA0Nl0yKxm,Do Re mi,16 Most Requested Songs,13.0,N,1989-06-13,0.586,0.657,-11.173,0.0389,0.805,5.59e-05,0.142,0.784,10.0,1.0,115.215,122667.0
Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),Lonnie Donegan And His Skiffle Group,3.0,26.0,1961-07-19,1m8wKjlAC0qIRRcSgHrBcg,Does Your Chewing Gum Lose It's Flavour (On the Bedpost Overnight) - Remastered,The King of Skiffle (Remastered),8.0,N,2019-10-10,0.653,0.726,-10.954,0.0599,0.561,2.69e-05,0.103,0.704,7.0,1.0,114.014,159533.0
Doggin' Around,Jackie Wilson,16.0,15.0,1960-03-30,1uXopyJyRjXsjFtlAXhMd4,Doggin' Around,Jackie Sings The Blues,22.0,N,1960,0.568,0.367,-9.912,0.0256,0.801,1.67e-05,0.059,0.383,5.0,1.0,94.096,171840.0
Doll House,Donnie Brooks,10.0,31.0,1960-11-23,1GIlSd95YSEUzueIjZ6Y8G,Doll House,The Happiest,7.0,N,1961,0.244,0.598,-11.089,0.0383,0.526,0.0,0.439,0.939,6.0,1.0,178.578,133936.0
Don't Ask Me Why,Elvis Presley With The Jordanaires,5.0,34.0,1958-01-01,0nKb6gYFt0jgs6c2nmqvSm,Don't Ask Me Why,King Creole,28.0,N,1958-09-19,0.427,0.181,-14.177,0.0462,0.97,0.0,0.133,0.281,10.0,1.0,79.967,126573.0
Don't Be Cruel,Bill Black's Combo,13.0,11.0,1960-09-07,4eDmOSU6rMzjIim9FsDtHY,Don't Be Cruel,Bill Black's Combo,15.0,N,2003-01-01,0.737,0.611,-10.936,0.0366,0.405,0.75,0.0804,0.944,7.0,1.0,157.114,133400.0
"Don't Believe Him, Donna",Lenny Miles,7.0,41.0,1960-12-28,3AlOBPWteuCClVCLVt8BNy,Don't Believe Him Donna,Last Kiss And Other Great Hits From The 60's,1.0,N,2005,0.701,0.35,-7.488,0.0303,0.843,8.42e-06,0.175,0.362,11.0,0.0,97.543,142600.0
Don't Bet Money Honey,Linda Scott,8.0,11.0,1961-06-28,6QgK6fwSsvEhNdmxaCnyxd,"Don't Bet Money, Honey (In the Style of Linda Scott) [Backing Track Version]","Ultimate Backing Tracks: Malt Shop, Vol. 5",0.0,N,2011-01-14,0.74,0.183,-12.344,0.0392,0.288,0.834,0.0959,0.608,5.0,1.0,100.355,153156.0
Don't Come Knockin',Fats Domino,11.0,21.0,1960-06-22,7rtkJqHIA5i5kcPnMzzBMp,Don't Come Knockin',A Lot Of Dominos,25.0,N,1960-08-07,0.417,0.41,-12.107,0.0369,0.305,0.000423,0.11,0.954,10.0,1.0,172.378,117493.0
Don't Cry No More,Bobby Bland,3.0,79.0,1961-07-19,1Z2E0hzef6vJD3fCFWoWUi,Don't Cry No More,"I Pity The Fool: The Duke Recordings, Vol. One",14.0,N,1992-12-22,0.523,0.753,-12.437,0.0633,0.234,0.0,0.202,0.955,0.0,1.0,91.059,145800.0
"Don't Cry, Baby",Etta James,3.0,45.0,1961-07-19,52JFZ4D1kYCspWMolxYtTo,Don't Cry Baby,The Second Time Around,52.0,N,1961,0.427,0.154,-15.872,0.0314,0.83,2.08e-06,0.107,0.587,5.0,1.0,132.022,146227.0
Don't Deceive Me,Ruth Brown,8.0,62.0,1960-03-09,6Teu9cfIt31Y9xQtkUPUQj,Don't Deceive Me - Single Version,Miss Rhythm: Greatest Hits And More,1.0,N,2005-03-29,0.516,0.349,-11.394,0.0344,0.62,1.56e-06,0.263,0.552,8.0,1.0,98.366,135227.0
Don't Destroy Me,Crash Craddock,1.0,94.0,1959-11-04,25HzmNxpTK2CXBZPvRImEU,Don't Destroy Me,Boom Boom Baby,3.0,N,1992-01-01,0.706,0.435,-11.012,0.0313,0.768,0.0138,0.169,0.826,0.0,1.0,95.643,167427.0
Don't Fence Me In,Tommy Edwards,8.0,45.0,1960-02-17,6IoT18y4UE7M3WvQ5WYPyU,Don't Fence Me In,Step Out Singing,20.0,N,1960-01-05,0.616,0.671,-8.435,0.0774,0.616,0.000121,0.175,0.644,8.0,1.0,138.699,148787.0
Don't Forget I Love You,The Butanes,2.0,98.0,1961-07-19,15tfo3c3rPU7ENgSsvZcwR,Don't Forget I Love You,"The Ten Commandments of Rock 'N' Roll, Vol. 6",0.0,Y,2021-06-25,0.549,0.945,-5.235,0.0519,0.523,0.0,0.172,0.804,10.0,1.0,76.47,147053.0
Don't Go Home,The Playmates,2.0,70.0,1958-01-01,31SPIpjKb1YlvY6FDCBUrm,Don't Go,Don't Go,42.0,N,2019-09-06,0.122,0.0329,-22.297,0.0428,0.86,0.895,0.112,0.0615,4.0,0.0,95.542,174876.0
Don't Go To Strangers,Etta Jones,7.0,36.0,1960-11-02,6cRsRBzSaGwfnMMqNSjtFY,Don't Go To Strangers,Don't Go To Strangers - Rudy Van Gelder Remaster,51.0,N,1960-01-01,0.497,0.086,-13.579,0.0443,0.974,0.00106,0.124,0.171,7.0,1.0,129.332,228360.0
Don't Let Him Shop Around,Debbie Dean,2.0,92.0,1961-02-01,20BJYonZzlLzd0cbhIED97,Don't Let Him Shop Around - Single Version,"The Complete Motown Singles, Vol. 1: 1959-1961",3.0,N,2005-01-14,0.657,0.721,-3.832,0.0341,0.87,3.73e-06,0.266,0.948,1.0,1.0,136.102,164573.0
Don't Let Love Pass Me By,Frankie Avalon,2.0,85.0,1960-10-05,5kqXQHIgQ6UfFP9LfqPNgG,Venus,Frankie Avalon,47.0,N,2008-12-01,0.576,0.347,-18.755,0.0317,0.852,0.599,0.124,0.85,10.0,1.0,114.883,144483.0
Don't Let The Sun Catch You Cryin',Ray Charles,2.0,95.0,1960-02-03,3pEwXiu1AVstyAluolJnW7,Don't Let the Sun Catch You Cryin',The Genius Of Ray Charles,33.0,N,1959,0.197,0.316,-10.559,0.0366,0.63,6.32e-05,0.125,0.248,5.0,1.0,181.348,225333.0
Don't Pity Me,Dion & The Belmonts,12.0,40.0,1958-12-17,7HEfruasPLwcluVCmByCFD,Don't Pity Me,Presenting Dion And The Belmonts,25.0,N,1959-01-01,0.427,0.418,-7.151,0.0251,0.76,1.62e-05,0.146,0.362,2.0,1.0,91.955,159880.0
Don't Read The Letter,Patti Page,4.0,65.0,1960-12-28,0VZtkNntW57HvblvTBlABe,Tell Him,Workin' On A Groovy Thing....The Best Of,51.0,N,2007-01-01,0.573,0.471,-8.424,0.0253,0.687,0.0,0.0826,0.932,7.0,0.0,96.518,151453.0
Don't Take The Stars,The Mystics,2.0,98.0,1959-10-14,0smvyhir3JqCjkGYmA2q2B,Don't Take The Stars,Hushabye: The Complete Laurie Singles,32.0,N,2020-02-07,0.354,0.53,-9.697,0.0298,0.639,0.0,0.165,0.939,2.0,1.0,174.228,151307.0
Don't Take Your Guns To Town,Johnny Cash,12.0,32.0,1959-01-14,0p7QF136UOOUHnyU8CuZra,Don't Take Your Guns to Town,The Essential Johnny Cash,48.0,N,2002-02-12,0.629,0.204,-12.619,0.075,0.864,0.0,0.0863,0.489,10.0,1.0,89.199,182667.0
Don't Tell Me Your Troubles,Don Gibson,3.0,85.0,1959-08-05,5c6wm4gmI1bENw6H8PwODq,Don't Tell Me Your Troubles,RCA Country Legends: Don Gibson,25.0,N,2001-05-15,0.635,0.748,-8.46,0.0344,0.728,4.61e-06,0.0765,0.908,10.0,1.0,100.539,138307.0
Don't Throw Away All Those Teardrops,Frankie Avalon,10.0,22.0,1960-03-09,7KjsPUMEiwqkAPm8G5hjrA,Don't Throw Away All Those Teardrops,Beach Party,5.0,N,2013-12-04,0.565,0.308,-11.841,0.0269,0.919,0.00139,0.312,0.454,7.0,1.0,82.761,149907.0
Don't Worry,Marty Robbins,15.0,3.0,1961-01-25,0dPfKBYyPmoSfoLJqeKAs4,Don't Worry,The Story Of My Life: The Best Of Marty Robbins 1952-1965,37.0,N,1996-03-12,0.648,0.165,-16.446,0.0348,0.879,0.000216,0.13,0.435,4.0,1.0,99.585,194160.0
Don't You Know,Della Reese,18.0,2.0,1959-09-16,4l52Uoxxt4mnscMjnWNMZk,Don't You Know,The Classic Della,18.0,N,1961-12-22,0.174,0.476,-6.192,0.0337,0.799,0.000353,0.119,0.357,3.0,1.0,176.182,154667.0
Don't You Know Yockomo,"Huey ""piano"" Smith With His Clowns",6.0,56.0,1958-12-03,5QIuNcryYa5a0LXdLApwHB,Don't You Know Yockomo,This Is... Huey 'Piano' Smith,18.0,N,1998-01-01,0.535,0.803,-4.318,0.11,0.133,0.00736,0.622,0.926,8.0,0.0,154.779,142427.0
Donald Where's Your Troosers?,Andy Stewart,1.0,100.0,1961-07-19,68LIwSJYSkEj7oHcXCcHwo,Donald Where's Your Troosers?,20 Scottish Favourites,32.0,N,1985-06-03,0.7,0.337,-13.801,0.379,0.95,9.38e-05,0.122,0.822,10.0,1.0,107.584,198267.0
Donna,Ritchie Valens,23.0,2.0,1958-11-19,5jjrPdeClupQkNkGR1sth7,Donna,The Best of Ritchie Valens,51.0,N,2006-01-24,0.463,0.224,-10.542,0.0255,0.866,0.0,0.116,0.394,5.0,1.0,67.47,149067.0
Dooley,The Olympics,1.0,94.0,1961-06-14,69tcPAhGAow2GbTCXKDLGk,Dooley,Greatest Hits of the 1960's,1.0,N,1960,0.636,0.547,-14.64,0.0321,0.635,0.0,0.146,0.925,2.0,1.0,104.381,132733.0
Down By The Riverside,Les Compagnons De La Chanson,8.0,60.0,1960-03-02,1p5VeCCFyeafMMDaXak10E,Down by the Riverside,Down by the Riverside,45.0,N,2021-05-14,0.678,0.911,-3.847,0.0525,0.0217,0.0,0.356,0.859,11.0,0.0,135.916,179742.0
Down By The Station,The Four Preps,15.0,13.0,1959-12-23,3kpuidZaDOsLP3YgFi8sxu,Down By the Station,Down By the Station,22.0,N,2007-11-27,0.754,0.442,-15.178,0.0403,0.324,0.0,0.0634,0.971,3.0,1.0,118.641,172067.0
Down In Virginia,Jimmy Reed,2.0,93.0,1958-08-06,6mw3mUQYyU0li2ZgWLqj4S,Down In Virginia,Rockin' With Reed,16.0,N,1959-01-01,0.602,0.796,-7.576,0.0675,0.838,0.00255,0.0784,0.558,9.0,0.0,111.646,144442.0
Down The Aisle,Ike Clanton,2.0,91.0,1960-05-18,71CYLDgnV1yJ88M6bJQy6P,Down the Aisle,Go Jimmy Go - The Very Best of Jimmy Clanton,2.0,Y,1997-01-01,0.324,0.381,-7.471,0.0273,0.766,3.21e-06,0.152,0.314,8.0,1.0,97.505,156227.0
Down The Aisle Of Love,The Quin-Tones,12.0,20.0,1958-08-13,4zQEF5XYxKYA7cZnWmQmjh,Down The Aisle Of Love,The Unavailable 16 & The Original Nitty Gritty,14.0,N,1993-01-01,0.407,0.277,-13.697,0.027,0.754,0.0223,0.54,0.385,6.0,1.0,95.449,173996.0
Down The Street To 301,Johnny Cash And The Tennessee Two,3.0,85.0,1960-07-06,1DEhQ2HExxttOAJ6I02ytO,Down the Street to 301,Now Here's Johnny Cash,21.0,Y,1961-01-01,0.588,0.566,-7.469,0.0297,0.835,0.00144,0.308,0.966,3.0,1.0,89.459,123631.0
Down Yonder,Johnny And The Hurricanes,9.0,48.0,1960-05-25,6geXF727GRr6ht9lNlzqCm,Down Yonder,Rock 'N' Roll Legend: Johnny And The Hurricanes,6.0,N,2008-01-01,0.519,0.726,-14.546,0.0286,0.397,0.798,0.201,0.971,10.0,1.0,147.663,126347.0
Dream,Etta James,3.0,55.0,1961-06-21,4YCtZZOGZ3zh0LmiVbkz47,Misty Blue,The Dreamer,42.0,N,2011-01-01,0.544,0.321,-9.057,0.0477,0.726,3.62e-06,0.134,0.315,9.0,1.0,121.326,297973.0
Dream Boy,Annette With The Afterbeats,2.0,87.0,1961-02-15,45dJrdg8O7Rz1XAlffMc9N,Dream Boy,Dream Boy,44.0,N,2023-10-27,0.822,0.603,-8.201,0.0334,0.528,3.66e-06,0.189,0.814,3.0,1.0,111.97,204377.0
Dream Lover,Bobby Darin,17.0,2.0,1959-04-15,1KLpjQFgubHI3GkAICCNH3,Dream Lover,The Ultimate Bobby Darin,57.0,N,2004-11-23,0.526,0.774,-1.692,0.0459,0.715,0.0,0.437,0.715,5.0,1.0,131.715,150706.0
Dreamin',Johnny Burnette,15.0,11.0,1960-07-20,3e6DgJHco44VZekE9wz8Wh,Dreamin',Dreamin',45.0,N,1960-09-24,0.471,0.449,-9.845,0.0546,0.794,2.25e-05,0.35,0.715,11.0,0.0,74.673,141493.0
Dreamy Eyes,Johnny Tillotson,9.0,63.0,1958-10-29,4J0JFGn4avOMbTAFPKBbpF,Dreamy Eyes,Words & Music,36.0,N,1959-01-01,0.417,0.438,-9.909,0.0335,0.827,0.0,0.119,0.58,4.0,1.0,123.505,144093.0
Drip Drop,The Drifters,2.0,58.0,1958-08-06,672bYvh0ygZMrUvRr6hN4P,Drip Drop,Under the Boardwalk,21.0,N,1964-06-01,0.788,0.463,-6.463,0.0618,0.791,0.0,0.0964,0.939,10.0,1.0,120.128,152267.0
Drivin' Home,Duane Eddy And The Rebels,1.0,99.0,1961-07-12,0ijdFzcMMkyr5FP73daA0Q,Drivin' My Life Away,Horizon,61.0,N,1980-06-20,0.571,0.57,-14.091,0.047,0.113,0.00244,0.066,0.814,9.0,1.0,168.943,196200.0
Driving Wheel,Junior Parker,2.0,85.0,1961-05-17,4r08u8N2RSeorASn62yHr6,Drivin' Wheel - Single Version,Driving Wheel,29.0,N,2006-01-01,0.417,0.519,-7.646,0.0278,0.653,3.57e-05,0.0531,0.637,9.0,0.0,80.532,157267.0
Dum Dum,Brenda Lee,10.0,8.0,1961-06-14,2amlWbDFBNfQyoHy7mIMnZ,Dum Dum,All The Way,23.0,N,1961-08-07,0.691,0.618,-6.678,0.154,0.831,0.0,0.136,0.682,6.0,1.0,126.533,146173.0
Dutchman's Gold,Walter Brennan With Billy Vaughn and his Orchestra,12.0,30.0,1960-04-20,3zNoELfZro8JyANvlxkm5z,Dutchman's Gold,Dutchman's Gold,7.0,N,1960-01-01,0.423,0.257,-13.834,0.0499,0.943,0.0,0.312,0.349,5.0,1.0,115.96,206173.0
Early Every Morning (Early Every Evening Too),Dinah Washington,1.0,95.0,1961-03-08,2csA2nDUNR5TfQEn1I7nt4,September In The Rain,September In The Rain,57.0,N,1961-01-01,0.401,0.213,-13.124,0.0545,0.346,1.05e-05,0.0596,0.678,1.0,1.0,110.611,129333.0
Early In The Morning,Buddy Holly,9.0,24.0,1958-01-01,6dp3vxQ5UVsxD6N1mbPxjg,Early In The Morning,The Definitive Collection,25.0,Y,2006-04-18,0.721,0.686,-10.313,0.0905,0.425,0.0,0.0485,0.962,0.0,1.0,110.75,125520.0
Earth Angel,Johnny Tillotson,7.0,57.0,1960-04-06,6XGGJhuEBnwNPknU6LLcjH,Earth Angel,Johnny Tillotson's Best,29.0,N,1962-01-01,0.341,0.43,-9.558,0.0306,0.804,0.0,0.192,0.66,4.0,1.0,105.463,176667.0
Easy Lovin',Wade Flemons,4.0,70.0,1960-04-20,6kNrIrFSRiXeCjO095mP2U,Easy Lovin',Here I Stand,0.0,N,2024-02-23,0.506,0.279,-16.125,0.0302,0.741,0.0,0.263,0.622,5.0,1.0,106.245,137573.0
Ebb Tide,Bobby Freeman,6.0,56.0,1959-12-09,1WY7BXIynpGEchR5SD0zsQ,Ebb Tide,Do You Wanna Dance,1.0,N,2005-05-17,0.354,0.111,-17.613,0.0316,0.942,1.27e-05,0.247,0.133,3.0,1.0,107.111,151360.0
Ebony Eyes,The Everly Brothers,12.0,8.0,1961-01-25,5cGZE6yM5i0ZlWut6wawsN,Ebony Eyes,The Golden Hits of The Everly Brothers,37.0,N,1962-06-01,0.317,0.161,-18.856,0.0322,0.808,0.0,0.104,0.287,4.0,1.0,84.64,188093.0
El Matador,The Kingston Trio,11.0,32.0,1960-02-17,0QijWQnEFPwZemuAVFPSqC,El Matador,Sold Out,19.0,N,1960-04-04,0.554,0.364,-9.397,0.0275,0.853,0.000321,0.24,0.445,5.0,0.0,81.978,147093.0
El Paso,Marty Robbins,22.0,1.0,1959-11-04,4f8hBeMXMvssn6HtFAtblo,El Paso,Gunfighter Ballads And Trail Songs,63.0,N,1959,0.654,0.452,-9.709,0.03,0.835,2.89e-05,0.16,0.691,2.0,1.0,106.662,259307.0
Emotions,Brenda Lee,12.0,7.0,1960-12-28,60jQTAr2OkFcV4SWSRz3st,Emotions,Emotions,63.0,N,1961-04-03,0.466,0.416,-8.249,0.026,0.742,5.04e-06,0.249,0.516,5.0,1.0,98.78,171227.0
Enchanted,The Platters,15.0,12.0,1959-03-18,3uCXarDsIYEJ6noaI64jhW,Enchanted,The Magic Touch: An Anthology,33.0,N,1991-01-01,0.348,0.225,-13.889,0.0349,0.903,1.67e-06,0.209,0.286,3.0,1.0,78.541,172293.0
Enchanted Island,The Four Lads,7.0,29.0,1958-01-01,4JtUrtgn1J8PWpgOxeCUYc,Enchanted Island,Our Moments to Remember,4.0,N,2023-03-24,0.308,0.444,-11.495,0.0332,0.73,1.41e-06,0.358,0.285,2.0,1.0,83.773,183380.0
Endless Sleep,Jody Reynolds,6.0,17.0,1958-01-01,7cb19X9Bavre8c1kUR1cGH,Endless Sleep,Presenting Jody Reynolds,25.0,N,1958-12-24,0.625,0.185,-10.635,0.0409,0.815,2.74e-05,0.117,0.565,4.0,1.0,110.723,143680.0
Endlessly,Brook Benton,13.0,12.0,1959-04-15,2fmtuUeOJmphsCgAxEaFml,Endlessly,The Devoted Brook Benton,22.0,N,2023-04-07,0.533,0.314,-16.558,0.0349,0.351,0.0,0.0782,0.796,5.0,1.0,133.161,142393.0
Eternally,Thomas Wayne With the Delons,8.0,41.0,1959-05-06,6AihpDJcJM7nIySZW1BQhM,Eternally Yours: Motion Picture Collection (feat. Crystal Joilena),Another Life / Eternally Yours: Motion Picture Collection,44.0,Y,2020-08-10,0.529,0.386,-7.924,0.0257,0.649,0.0,0.104,0.222,10.0,0.0,95.081,314954.0
Evening Rain,Earl Grant,7.0,63.0,1959-01-21,40Q3NmphsaIOkaIhhtXQQ2,Evening Rain,Singin' & Swingin': The Best Of Earl Grant,9.0,N,1998-01-01,0.318,0.18,-16.539,0.0286,0.807,0.000109,0.134,0.178,9.0,0.0,78.262,161733.0
Eventually,Brenda Lee,3.0,56.0,1961-06-28,2LhIq64BYsvV1UABBhCfG7,Eventually,All The Way,11.0,N,1961-08-07,0.449,0.262,-9.432,0.0282,0.908,2.59e-05,0.209,0.381,3.0,1.0,108.924,184120.0
Everglades,The Kingston Trio,5.0,60.0,1960-10-05,7IIfi6udaIkFvw4z3xUeub,Everglades - Remastered,The Capitol Collector's Series,19.0,N,1990-06-18,0.65,0.272,-18.52,0.039,0.81,1.82e-05,0.108,0.67,2.0,1.0,143.468,141973.0
Every Beat Of My Heart,Pips,10.0,6.0,1961-05-10,75hgmQO2o2IUx0vgl0l54e,Every Beat Of My Heart,The Best Of Gladys Knight & The Pips,35.0,N,1995-09-29,0.338,0.362,-13.103,0.0323,0.812,2.52e-05,0.229,0.425,0.0,1.0,173.985,114667.0
Every Breath I Take,Gene Pitney,3.0,82.0,1961-07-19,5mqJuf5U7M3eLNsaKZ0mUH,Every Breath I Take,This is Gene Pitney,27.0,N,1966,0.487,0.784,-6.54,0.042,0.237,0.000699,0.437,0.655,7.0,1.0,93.362,165960.0
Every Little Thing I Do,Dion & The Belmonts,8.0,48.0,1959-09-09,36cRY6DSxk16JMSYWe9d3n,Every Little Thing I Do,The Best Of Dion & The Belmonts,30.0,N,2005-01-01,0.358,0.462,-10.66,0.032,0.903,0.000118,0.247,0.658,7.0,0.0,132.783,121840.0
Everybody Likes To Cha Cha Cha,Sam Cooke,13.0,31.0,1959-03-04,1fab2FXhxD2nWcmog5Wyh9,(What A) Wonderful World,Sam Cooke: Portrait Of A Legend 1951-1964,68.0,N,2015,0.763,0.571,-10.552,0.0337,0.529,0.0,0.154,0.936,11.0,1.0,128.212,129293.0
Everybody Loves A Lover,Doris Day,12.0,14.0,1958-01-01,6QfGyzfwf7dm38Tmf49BpC,Everybody Loves a Lover,Golden Girl (The Columbia Recordings 1944-1966),34.0,N,1945,0.834,0.284,-13.497,0.102,0.653,2.44e-06,0.0676,0.683,3.0,1.0,92.224,160467.0
Everybody's Somebody's Fool,Connie Francis,18.0,1.0,1960-05-04,1qC8zQRrdkZCwzQ5N4ECoD,Everybody's Somebody's Fool,Gold,47.0,N,2005-06-14,0.584,0.737,-4.643,0.0306,0.745,1.93e-05,0.208,0.753,1.0,1.0,84.322,157880.0
Everyone Was There,Bob Kayli,2.0,96.0,1958-11-12,2Z1wkZW9po0fOwmWn92Z6N,Everyone but You,Natural,40.0,N,2017-03-31,0.613,0.667,-7.475,0.0317,0.748,0.855,0.511,0.448,5.0,0.0,92.997,311360.0
Exclusively Yours,"Carl Dobkins, Jr.",8.0,62.0,1960-05-11,760EdfOJLYQA8VGCnXatQA,Exclusively Yours,Presenting Carl Dobkins Jr.,2.0,N,1959-05-20,0.751,0.38,-11.838,0.0304,0.592,0.0,0.0942,0.942,8.0,1.0,102.157,139040.0
Exodus,Ferrante & Teicher,21.0,2.0,1961-04-05,4pKUJwmq9mYcs1KNUsqAHH,Exodus,All-Time Great Movie Themes,23.0,Y,1993-02-09,0.477,0.231,-11.842,0.0259,0.857,0.497,0.0638,0.246,2.0,0.0,98.226,176760.0
Fallen Angel,Webb Pierce,1.0,99.0,1960-11-16,6JYEto8xNzS3f9WmPhHC5X,Fallen Angel,"Hundred Year Webb, Vol. 3",5.0,N,2021-07-23,0.492,0.329,-11.364,0.0449,0.797,0.0,0.142,0.777,10.0,1.0,125.787,127093.0
Fallin',Connie Francis,10.0,30.0,1958-10-08,121oskeJBhi1OvqHqydCSf,Fallin',Gold,40.0,N,2005-06-14,0.594,0.678,-7.621,0.0355,0.583,0.0,0.535,0.876,4.0,0.0,139.199,133533.0
Fame And Fortune,Elvis Presley With The Jordanaires,10.0,17.0,1960-04-06,3KIlJMknWs4rgVztAoWUbY,Fame and Fortune - Remastered,"Elvis' Golden Records, Vol. 3",40.0,N,1963-08-11,0.672,0.286,-14.71,0.0283,0.94,0.0973,0.118,0.556,10.0,1.0,102.743,150480.0
Fancy Nancy,Skip And Flip,5.0,71.0,1959-10-28,7zxUztWR8zUqRQMo2BH8H1,Fancy Nancy,Rock and Roll For Kids,0.0,N,2014-11-18,0.485,0.709,-10.439,0.0324,0.689,7e-06,0.34,0.976,7.0,1.0,141.821,118973.0
Fannie Mae,Buster Brown,17.0,38.0,1960-01-27,6pl9lXW9WCDDCVMrLlKGpD,Fannie Mae,The Best of Buster Brown,28.0,N,1961-05-21,0.659,0.427,-9.793,0.0283,0.753,0.00571,0.219,0.862,5.0,1.0,119.871,178097.0
"Far, Far Away",Don Gibson,5.0,72.0,1960-07-27,0pLwUS6iXPYJWaz0CWBIc4,"Far, Far Away",Sweet Dreams,15.0,N,1960-12-16,0.661,0.489,-12.975,0.03,0.6,0.00185,0.0478,0.558,0.0,1.0,100.1,128960.0
Feel So Fine,Johnny Preston,14.0,14.0,1960-06-15,74vJVhDTZnhSHv1ingrM32,Feel so Fine,ROCK,13.0,N,1960-12-03,0.636,0.723,-8.32,0.0385,0.803,0.000261,0.169,0.93,7.0,1.0,169.569,126960.0
Fell In Love On Monday,Fats Domino,6.0,32.0,1961-03-15,499iOZxvZrkYGh0sHffvbZ,Fell In Love On Monday,They Call Me The Fat Man (The Legendary Imperial Recordings),2.0,N,2016-01-01,0.633,0.495,-10.633,0.0263,0.877,1.67e-05,0.395,0.887,5.0,1.0,109.354,119307.0
Fever,Peggy Lee,12.0,8.0,1958-01-01,4Ke1CYcm2wYDFlOhziFFjK,Fever,All Aglow Again!,45.0,N,1960-05-02,0.833,0.0756,-20.822,0.147,0.314,0.0,0.111,0.338,4.0,0.0,136.007,202693.0
Fibbin',Patti Page,9.0,39.0,1958-09-17,5VAN7D9sq2lzzAm5MMqw5Q,Fibbin',Her Greatest Hits,0.0,N,1995-01-01,0.458,0.463,-9.976,0.101,0.72,0.0,0.18,0.896,10.0,1.0,162.971,114440.0
Find Another Girl,Jerry Butler,10.0,27.0,1961-03-01,6Amd6FpVPI5nJYop05KHq2,Find Another Girl,Aware Of Love,11.0,N,1961-01-01,0.631,0.517,-8.815,0.0386,0.907,0.0,0.176,0.728,1.0,0.0,125.593,172640.0
Finger Poppin' Time,Hank Ballard And The Midnighters,26.0,7.0,1960-05-11,0R2sP0ptvdQSLWSGEo0bCx,Finger Poppin' Time,Singles Collection 1953-1962,31.0,N,1976,0.533,0.759,-5.199,0.0356,0.0735,0.0,0.315,0.889,9.0,1.0,159.373,155200.0
Fire Of Love,Jody Reynolds,5.0,66.0,1958-08-13,26VaTFK760o5VaDPcSyV5B,Fire of Love,Presenting Jody Reynolds,23.0,N,1958-12-24,0.647,0.355,-11.863,0.029,0.883,3.18e-05,0.119,0.829,11.0,0.0,112.047,115133.0
Firefly,Tony Bennett,13.0,20.0,1958-09-03,4NCZEnM4tq2MazaFURJxWY,Firefly,Cheek To Cheek (Deluxe),36.0,Y,2014-09-19,0.561,0.565,-6.193,0.102,0.585,0.0,0.0808,0.676,1.0,1.0,92.222,117640.0
First Anniversary,Cathy Carr,12.0,42.0,1959-01-21,736C7AGuY2ANNnVgNqAQ9m,Cathy’s Theme,Every Hour,45.0,N,2014-03-20,0.509,0.152,-18.144,0.0695,0.963,0.874,0.0984,0.0681,9.0,1.0,85.146,136093.0
"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels,9.0,59.0,1959-09-23,35ySEC3RyS1w36bkpgj1lT,Rebel Rouser,Have 'Twangy' Guitar Will Travel,44.0,N,1958,0.532,0.629,-7.879,0.0338,0.0529,0.9,0.109,0.634,6.0,0.0,105.557,143627.0
